,name,team,date,location,opponent,minutes,made_two_point_field_goals,made_three_point_field_goals,made_free_throws,rebounds,assists,blocks,steals,turnovers,recent_average,10_game_average,3_game_average,10_3_ratio,10_3_difference,hot,cold,fantasy_points,Opponent Defensive Rank vs Position
5321,Jayson Tatum,BOSTON CELTICS,2019-12-06,HOME,DENVER NUGGETS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,7
5322,DeAndre Jordan,BROOKLYN NETS,2019-12-06,AWAY,CHARLOTTE HORNETS,1.0,0.17,0.0,0.08,0.39,0.09,0.04,0.03,0.07,1.11,25.56,25.37,1.0072051573758058,0.18999999999999773,0.0,0.0,0,14
5323,Joe Harris,BROOKLYN NETS,2019-12-06,AWAY,CHARLOTTE HORNETS,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,22
5324,Blake Griffin,DETROIT PISTONS,2019-12-06,HOME,INDIANA PACERS,1.0,0.21,0.12,0.18,0.26,0.17,0.02,0.03,0.12,0.97,28.79,25.73,1.1144781144781144,3.0599999999999987,0.0,0.0,0,8
5325,Giannis Antetokounmpo,MILWAUKEE BUCKS,2019-12-06,HOME,LOS ANGELES CLIPPERS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,11
5326,Danilo Gallinari,OKLAHOMA CITY THUNDER,2019-12-06,HOME,MINNESOTA TIMBERWOLVES,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,17
5327,Hassan Whiteside,PORTLAND TRAIL BLAZERS,2019-12-06,HOME,LOS ANGELES LAKERS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,4
5328,Tyler Herro,MIAMI HEAT,2019-12-06,HOME,WASHINGTON WIZARDS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,16
5329,Khris Middleton,MILWAUKEE BUCKS,2019-12-06,HOME,LOS ANGELES CLIPPERS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,9
5330,Dennis Schröder,OKLAHOMA CITY THUNDER,2019-12-06,HOME,MINNESOTA TIMBERWOLVES,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,23
5331,T.J. Warren,INDIANA PACERS,2019-12-06,AWAY,DETROIT PISTONS,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,3
5332,Glenn Robinson,GOLDEN STATE WARRIORS,2019-12-06,AWAY,CHICAGO BULLS,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,16
5333,Malcolm Brogdon,INDIANA PACERS,2019-12-06,AWAY,DETROIT PISTONS,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,14
5334,Terry Rozier,CHARLOTTE HORNETS,2019-12-06,HOME,BROOKLYN NETS,1.0,0.15,0.12,0.1,0.22,0.16,0.01,0.05,0.09,1.04,31.34,37.33,0.843725541351422,-5.989999999999998,0.0,0.0,0,19
5335,Ivica Zubac,LOS ANGELES CLIPPERS,2019-12-06,AWAY,MILWAUKEE BUCKS,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,7
5336,Taurean Waller-Prince,BROOKLYN NETS,2019-12-06,AWAY,CHARLOTTE HORNETS,1.0,0.11,0.1,0.06,0.2,0.13,0.02,0.04,0.08,0.9,25.4,31.8,0.8048780487804879,-6.400000000000002,0.06797772225093673,0.0,0,22
5337,Ish Smith,WASHINGTON WIZARDS,2019-12-06,AWAY,MIAMI HEAT,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1
5338,Jarrett Allen,BROOKLYN NETS,2019-12-06,AWAY,CHARLOTTE HORNETS,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,14
5339,Jaylen Brown,BOSTON CELTICS,2019-12-06,HOME,DENVER NUGGETS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,19
5340,Bradley Beal,WASHINGTON WIZARDS,2019-12-06,AWAY,MIAMI HEAT,1.0,0.29,0.1,0.24,0.24,0.28,0.02,0.05,0.14,1.15,43.66,46.9,0.9323590814196242,-3.240000000000002,0.0,0.0,0,19
5341,Jakob Poeltl,SAN ANTONIO SPURS,2019-12-06,HOME,SACRAMENTO KINGS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,2
5342,Harrison Barnes,SACRAMENTO KINGS,2019-12-06,AWAY,SAN ANTONIO SPURS,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,23
5343,Dāvis Bertāns,WASHINGTON WIZARDS,2019-12-06,AWAY,MIAMI HEAT,1.0,0.08,0.14,0.08,0.17,0.07,0.02,0.04,0.05,0.9,29.13,32.83,0.8906296186816435,-3.6999999999999993,0.0,0.0,0,20
5344,Tristan Thompson,CLEVELAND CAVALIERS,2019-12-06,HOME,ORLANDO MAGIC,1.0,0.21,0.0,0.09,0.38,0.09,0.04,0.03,0.09,1.03,28.83,32.63,0.887005649717514,-3.8000000000000043,0.0,0.0,0,8
5345,Terrence Ross,ORLANDO MAGIC,2019-12-06,AWAY,CLEVELAND CAVALIERS,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,30
5346,Moritz Wagner,WASHINGTON WIZARDS,2019-12-06,AWAY,MIAMI HEAT,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,13
5347,Domantas Sabonis,INDIANA PACERS,2019-12-06,AWAY,DETROIT PISTONS,1.0,0.23,0.02,0.13,0.4,0.15,0.03,0.04,0.09,1.13,37.64,36.3,1.0359249329758715,1.3400000000000034,0.0,0.0,0,25
5348,LaMarcus Aldridge,SAN ANTONIO SPURS,2019-12-06,HOME,SACRAMENTO KINGS,1.0,0.28,0.04,0.14,0.33,0.14,0.05,0.04,0.08,1.18,39.06,41.6,0.9403755868544601,-2.539999999999999,0.0,0.0,0,2
5349,Cody Zeller,CHARLOTTE HORNETS,2019-12-06,HOME,BROOKLYN NETS,1.0,0.21,0.03,0.08,0.34,0.07,0.04,0.03,0.07,0.94,17.75,17.37,1.0206859009254219,0.379999999999999,0.0,0.0,0,29
5350,Yogi Ferrell,SACRAMENTO KINGS,2019-12-06,AWAY,SAN ANTONIO SPURS,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,15
5351,Cedi Osman,CLEVELAND CAVALIERS,2019-12-06,HOME,ORLANDO MAGIC,1.0,0.12,0.07,0.08,0.18,0.1,0.01,0.04,0.07,0.72,20.83,21.17,0.9846639603067207,-0.3400000000000034,0.0,0.0,0,12
5352,DeMar DeRozan,SAN ANTONIO SPURS,2019-12-06,HOME,SACRAMENTO KINGS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,13
5353,Trevor Ariza,SACRAMENTO KINGS,2019-12-06,AWAY,SAN ANTONIO SPURS,1.0,0.04,0.06,0.03,0.14,0.02,0.01,0.03,0.03,0.6,12.12,10.37,1.1539138082673703,1.75,0.0,0.0,0,20
5354,Alec Burks,GOLDEN STATE WARRIORS,2019-12-06,AWAY,CHICAGO BULLS,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1
5355,Kawhi Leonard,LOS ANGELES CLIPPERS,2019-12-06,AWAY,MILWAUKEE BUCKS,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,11
5356,Kemba Walker,BOSTON CELTICS,2019-12-06,HOME,DENVER NUGGETS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,16
5357,JaVale McGee,LOS ANGELES LAKERS,2019-12-06,AWAY,PORTLAND TRAIL BLAZERS,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,22
5358,Dejounte Murray,SAN ANTONIO SPURS,2019-12-06,HOME,SACRAMENTO KINGS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,26
5359,Lauri Markkanen,CHICAGO BULLS,2019-12-06,HOME,GOLDEN STATE WARRIORS,1.0,0.12,0.1,0.08,0.23,0.1,0.02,0.03,0.07,0.83,24.29,26.83,0.9087315846209127,-2.539999999999999,0.0,0.0,0,22
5360,Pat Connaughton,MILWAUKEE BUCKS,2019-12-06,HOME,LOS ANGELES CLIPPERS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,6
5361,Donte DiVincenzo,MILWAUKEE BUCKS,2019-12-06,HOME,LOS ANGELES CLIPPERS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,6
5362,Jeremy Lamb,INDIANA PACERS,2019-12-06,AWAY,DETROIT PISTONS,1.0,0.16,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.89,31.9,28.43,1.1179068977234115,3.469999999999999,0.0,0.0,0,3
5363,CJ McCollum,PORTLAND TRAIL BLAZERS,2019-12-06,HOME,LOS ANGELES LAKERS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,10
5364,Anfernee Simons,PORTLAND TRAIL BLAZERS,2019-12-06,HOME,LOS ANGELES LAKERS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,10
5365,Coby White,CHICAGO BULLS,2019-12-06,HOME,GOLDEN STATE WARRIORS,1.0,0.11,0.09,0.06,0.18,0.11,0.01,0.04,0.07,0.69,18.74,15.63,1.1870114251352974,3.1099999999999977,0.0,0.0,0,26
5366,George Hill,MILWAUKEE BUCKS,2019-12-06,HOME,LOS ANGELES CLIPPERS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,4
5367,Collin Sexton,CLEVELAND CAVALIERS,2019-12-06,HOME,ORLANDO MAGIC,1.0,0.26,0.06,0.16,0.23,0.18,0.02,0.05,0.11,0.93,27.08,33.47,0.814621409921671,-6.390000000000001,0.0411261571354013,0.0,0,20
5368,Eric Paschall,GOLDEN STATE WARRIORS,2019-12-06,AWAY,CHICAGO BULLS,1.0,0.21,0.05,0.14,0.25,0.12,0.02,0.03,0.09,0.82,29.8,29.57,1.0075237160614983,0.23000000000000043,0.0,0.0,0,21
5369,Doug McDermott,INDIANA PACERS,2019-12-06,AWAY,DETROIT PISTONS,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,30
5370,Zach LaVine,CHICAGO BULLS,2019-12-06,HOME,GOLDEN STATE WARRIORS,1.0,0.23,0.13,0.22,0.24,0.2,0.02,0.05,0.13,1.18,36.3,39.7,0.9164619164619163,-3.4000000000000057,0.0,0.0,0,26
5371,Spencer Dinwiddie,BROOKLYN NETS,2019-12-06,AWAY,CHARLOTTE HORNETS,1.0,0.29,0.11,0.23,0.24,0.3,0.02,0.06,0.16,1.29,42.67,47.47,0.9009696719620385,-4.799999999999997,0.0,0.0,0,24
5372,Kendrick Nunn,MIAMI HEAT,2019-12-06,HOME,WASHINGTON WIZARDS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,16
5373,Montrezl Harrell,LOS ANGELES CLIPPERS,2019-12-06,AWAY,MILWAUKEE BUCKS,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,7
5374,Patty Mills,SAN ANTONIO SPURS,2019-12-06,HOME,SACRAMENTO KINGS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,26
5375,Marco Belinelli,SAN ANTONIO SPURS,2019-12-06,HOME,SACRAMENTO KINGS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,27
5376,Robert Covington,MINNESOTA TIMBERWOLVES,2019-12-06,AWAY,OKLAHOMA CITY THUNDER,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,2
5377,Derrick Rose,DETROIT PISTONS,2019-12-06,HOME,INDIANA PACERS,1.0,0.25,0.08,0.15,0.18,0.34,0.01,0.05,0.14,1.18,25.01,28.27,0.8886231636487872,-3.259999999999998,0.0,0.0,0,6
5378,Denzel Valentine,CHICAGO BULLS,2019-12-06,HOME,GOLDEN STATE WARRIORS,1.0,0.1,0.12,0.06,0.26,0.12,0.02,0.05,0.07,1.1,10.31,12.53,0.8359201773835921,-2.219999999999999,0.0,0.0,0,29
5379,Rajon Rondo,LOS ANGELES LAKERS,2019-12-06,AWAY,PORTLAND TRAIL BLAZERS,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,13
5380,Wesley Matthews,MILWAUKEE BUCKS,2019-12-06,HOME,LOS ANGELES CLIPPERS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,6
5381,Aaron Gordon,ORLANDO MAGIC,2019-12-06,AWAY,CLEVELAND CAVALIERS,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,27
5382,Jordan Bell,MINNESOTA TIMBERWOLVES,2019-12-06,AWAY,OKLAHOMA CITY THUNDER,1.0,0.12,0.0,0.12,0.33,0.08,0.05,0.02,0.07,0.97,7.72,2.8,2.294736842105263,4.92,0.0,0.0,0,2.0
5383,Buddy Hield,SACRAMENTO KINGS,2019-12-06,AWAY,SAN ANTONIO SPURS,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,23
5384,D.J. Augustin,ORLANDO MAGIC,2019-12-06,AWAY,CLEVELAND CAVALIERS,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,27
5385,David Nwaba,BROOKLYN NETS,2019-12-06,AWAY,CHARLOTTE HORNETS,1.0,0.1,0.04,0.05,0.18,0.04,0.04,0.04,0.04,0.95,10.58,17.4,0.6293478260869566,-6.8199999999999985,0.7662784336428266,0.0,0,13.0
5386,Wendell Carter,CHICAGO BULLS,2019-12-06,HOME,GOLDEN STATE WARRIORS,1.0,0.16,0.0,0.07,0.33,0.04,0.04,0.03,0.06,0.94,30.08,32.47,0.9285927696444577,-2.3900000000000006,0.0,0.0,0,6
5387,Rui Hachimura,WASHINGTON WIZARDS,2019-12-06,AWAY,MIAMI HEAT,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,20
5388,Evan Fournier,ORLANDO MAGIC,2019-12-06,AWAY,CLEVELAND CAVALIERS,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,30
5389,Draymond Green,GOLDEN STATE WARRIORS,2019-12-06,AWAY,CHICAGO BULLS,1.0,0.13,0.04,0.1,0.21,0.24,0.02,0.05,0.1,1.05,27.34,22.1,1.2268398268398268,5.239999999999998,0.0,0.0,0,21
5390,Willie Cauley-Stein,GOLDEN STATE WARRIORS,2019-12-06,AWAY,CHICAGO BULLS,1.0,0.17,0.0,0.05,0.32,0.06,0.05,0.04,0.06,1.05,23.97,26.37,0.9123127511874314,-2.400000000000002,0.0,0.0,0,27
5391,Michael Carter-Williams,ORLANDO MAGIC,2019-12-06,AWAY,CLEVELAND CAVALIERS,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,30
5392,Kevin Porter,CLEVELAND CAVALIERS,2019-12-06,HOME,ORLANDO MAGIC,1.0,0.14,0.04,0.05,0.22,0.14,0.01,0.04,0.08,0.74,17.16,13.43,1.2584892584892586,3.7300000000000004,0.0,0.0,0,12
5393,Ersan İlyasova,MILWAUKEE BUCKS,2019-12-06,HOME,LOS ANGELES CLIPPERS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,11
5394,Kyle Kuzma,LOS ANGELES LAKERS,2019-12-06,AWAY,PORTLAND TRAIL BLAZERS,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,29
5395,Luke Kennard,DETROIT PISTONS,2019-12-06,HOME,INDIANA PACERS,1.0,0.13,0.09,0.07,0.16,0.17,0.01,0.04,0.08,0.87,27.27,28.1,0.9714776632302405,-0.8300000000000018,0.0,0.0,0,12
5396,Marquese Chriss,GOLDEN STATE WARRIORS,2019-12-06,AWAY,CHICAGO BULLS,1.0,0.15,0.03,0.1,0.26,0.14,0.03,0.04,0.08,0.95,24.54,12.0,1.9646153846153847,12.54,0.0,3.4806965096703686,0,21
5397,Eric Bledsoe,MILWAUKEE BUCKS,2019-12-06,HOME,LOS ANGELES CLIPPERS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,4
5398,Isaac Bonga,WASHINGTON WIZARDS,2019-12-06,AWAY,MIAMI HEAT,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,6
5399,Ky Bowman,GOLDEN STATE WARRIORS,2019-12-06,AWAY,CHICAGO BULLS,1.0,0.13,0.05,0.08,0.19,0.13,0.02,0.04,0.07,0.79,25.5,21.33,1.1867442901925662,4.170000000000002,0.0,0.0,0,7
5400,Bruce Brown,DETROIT PISTONS,2019-12-06,HOME,INDIANA PACERS,1.0,0.12,0.04,0.05,0.21,0.15,0.02,0.04,0.07,0.8,21.81,17.13,1.2581356867071152,4.68,0.0,0.0,0,12
5401,Enes Kanter,BOSTON CELTICS,2019-12-06,HOME,DENVER NUGGETS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,9
5402,Shabazz Napier,MINNESOTA TIMBERWOLVES,2019-12-06,AWAY,OKLAHOMA CITY THUNDER,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,17
5403,Kentavious Caldwell-Pope,LOS ANGELES LAKERS,2019-12-06,AWAY,PORTLAND TRAIL BLAZERS,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,18
5404,Michael Porter,DENVER NUGGETS,2019-12-06,AWAY,BOSTON CELTICS,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1
5405,P.J. Washington,CHARLOTTE HORNETS,2019-12-06,HOME,BROOKLYN NETS,1.0,0.14,0.05,0.07,0.22,0.11,0.02,0.04,0.07,0.86,21.13,18.07,1.1604614577871002,3.0599999999999987,0.0,0.0,0,3
5406,Khem Birch,ORLANDO MAGIC,2019-12-06,AWAY,CLEVELAND CAVALIERS,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,28
5407,Kris Dunn,CHICAGO BULLS,2019-12-06,HOME,GOLDEN STATE WARRIORS,1.0,0.08,0.04,0.02,0.15,0.14,0.01,0.05,0.06,0.74,19.45,21.27,0.9182757072294566,-1.8200000000000003,0.0,0.0,0,29
5408,Jonathan Isaac,ORLANDO MAGIC,2019-12-06,AWAY,CLEVELAND CAVALIERS,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,30
5409,Bryn Forbes,SAN ANTONIO SPURS,2019-12-06,HOME,SACRAMENTO KINGS,1.0,0.09,0.09,0.06,0.1,0.14,0.01,0.03,0.05,0.72,19.77,19.6,1.008252427184466,0.16999999999999815,0.0,0.0,0,27
5410,Jamal Murray,DENVER NUGGETS,2019-12-06,AWAY,BOSTON CELTICS,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,12
5411,Carmelo Anthony,PORTLAND TRAIL BLAZERS,2019-12-06,HOME,LOS ANGELES LAKERS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,10
5412,Troy Daniels,LOS ANGELES LAKERS,2019-12-06,AWAY,PORTLAND TRAIL BLAZERS,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,18
5413,Matthew Dellavedova,CLEVELAND CAVALIERS,2019-12-06,HOME,ORLANDO MAGIC,1.0,0.04,0.06,0.03,0.06,0.19,0.0,0.04,0.07,0.57,6.55,3.0,1.8875,3.55,0.0,0.0,0,9
5414,Josh Okogie,MINNESOTA TIMBERWOLVES,2019-12-06,AWAY,OKLAHOMA CITY THUNDER,1.0,0.09,0.04,0.08,0.23,0.07,0.02,0.03,0.05,0.77,19.92,19.33,1.0290211510083622,0.5900000000000034,0.0,0.0,0,11
5415,Mason Plumlee,DENVER NUGGETS,2019-12-06,AWAY,BOSTON CELTICS,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,5
5416,Iman Shumpert,BROOKLYN NETS,2019-12-06,AWAY,CHARLOTTE HORNETS,1.0,0.05,0.04,0.0,0.14,0.04,0.01,0.03,0.03,0.62,10.91,9.8,1.1027777777777776,1.1099999999999994,0.0,0.0,0,
5417,Javonte Green,BOSTON CELTICS,2019-12-06,HOME,DENVER NUGGETS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,19
5418,Aaron Holiday,INDIANA PACERS,2019-12-06,AWAY,DETROIT PISTONS,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,14
5419,Marcus Smart,BOSTON CELTICS,2019-12-06,HOME,DENVER NUGGETS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,5
5420,Rudy Gay,SAN ANTONIO SPURS,2019-12-06,HOME,SACRAMENTO KINGS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,5
5421,John Henson,CLEVELAND CAVALIERS,2019-12-06,HOME,ORLANDO MAGIC,1.0,0.15,0.0,0.02,0.31,0.0,0.05,0.03,0.03,0.98,13.75,7.63,1.7091541135573582,6.12,0.0,0.0,0,15
5422,Alex Caruso,LOS ANGELES LAKERS,2019-12-06,AWAY,PORTLAND TRAIL BLAZERS,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,13
5423,Dwight Howard,LOS ANGELES LAKERS,2019-12-06,AWAY,PORTLAND TRAIL BLAZERS,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,22
5424,Meyers Leonard,MIAMI HEAT,2019-12-06,HOME,WASHINGTON WIZARDS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,17
5425,Troy Brown,WASHINGTON WIZARDS,2019-12-06,AWAY,MIAMI HEAT,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,19
5426,Derrick Jones,MIAMI HEAT,2019-12-06,HOME,WASHINGTON WIZARDS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,27
5427,Monte Morris,DENVER NUGGETS,2019-12-06,AWAY,BOSTON CELTICS,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,12
5428,Christian Wood,DETROIT PISTONS,2019-12-06,HOME,INDIANA PACERS,1.0,0.23,0.04,0.12,0.41,0.11,0.04,0.04,0.09,1.25,19.65,26.2,0.7591911764705882,-6.550000000000001,0.2410730297448524,0.0,0,8
5429,Nerlens Noel,OKLAHOMA CITY THUNDER,2019-12-06,HOME,MINNESOTA TIMBERWOLVES,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,10
5430,Kelly Olynyk,MIAMI HEAT,2019-12-06,HOME,WASHINGTON WIZARDS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,17
5431,Brad Wanamaker,BOSTON CELTICS,2019-12-06,HOME,DENVER NUGGETS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,16
