Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
499,Robert Williams\williro04,C,23,BOS,29,468,25.6,.722,.008,.320,15.7,25.4,20.5,10.0,2.7,8.4,16.8,15.3,,1.4,0.9,2.4,.244,,2.5,2.8,5.4,0.9
500,Zion Williamson\willizi01,PF,20,NOP,34,1126,26.8,.650,.035,.511,9.2,15.1,12.1,17.7,1.4,2.1,11.6,28.6,,4.1,0.5,4.6,.198,,4.8,-0.6,4.2,1.8
501,D.J. Wilson\wilsodj01,PF,24,MIL,11,99,8.2,.478,.634,.049,3.3,20.6,12.1,3.9,0.5,3.6,8.7,19.5,,-0.1,0.1,0.0,.013,,-3.6,-2.1,-5.7,-0.1
502,Dylan Windler\windldy01,SF,24,CLE,22,417,12.7,.603,.612,.252,4.5,20.3,12.2,9.6,1.8,2.2,16.1,14.1,,0.3,0.4,0.8,.088,,-0.6,0.3,-0.3,0.2
503,Justise Winslow\winslju01,SF,24,MEM,6,134,6.1,.417,.234,.156,3.9,21.7,12.6,9.5,1.1,2.8,12.8,24.7,,-0.4,0.2,-0.2,-0.072,,-7.1,-0.3,-7.3,-0.2
504,Cassius Winston\winstca01,PG,22,WAS,6,44,9.8,.597,.700,.200,0.0,9.8,4.8,17.7,0.0,2.0,8.4,11.2,,0.1,0.0,0.1,.089,,-2.2,-1.8,-4.0,0.0
505,James Wiseman\wisemja01,C,19,GSW,26,541,14.2,.551,.109,.283,7.1,22.7,15.0,5.1,0.8,4.6,12.0,24.8,,-0.2,0.9,0.6,.057,,-3.7,-0.8,-4.5,-0.3
506,Christian Wood\woodch01,C,25,HOU,17,530,24.2,.634,.285,.240,6.0,29.8,17.4,8.0,1.4,4.3,9.5,26.3,,0.9,0.9,1.8,.165,,3.5,0.5,4.0,0.8
507,Robert Woodard\woodaro01,SF,21,SAC,6,17,22.9,.547,.273,.182,19.1,33.4,26.1,0.0,0.0,0.0,7.8,32.2,,0.0,0.0,0.0,.003,,3.9,-5.9,-2.0,0.0
508,Delon Wright\wrighde01,SG,28,DET,29,848,17.0,.575,.311,.336,4.1,13.7,8.7,25.2,2.4,1.6,11.5,15.6,,1.6,0.9,2.5,.144,,1.7,1.6,3.2,1.1
509,Thaddeus Young\youngth01,PF,32,CHI,30,760,20.7,.615,.080,.168,10.7,15.0,12.9,25.7,2.6,1.9,16.0,19.7,,1.8,1.0,2.7,.173,,1.8,1.7,3.4,1.0
510,Trae Young\youngtr01,PG,22,ATL,34,1182,22.9,.595,.369,.538,2.3,10.8,6.6,45.4,1.2,0.6,16.5,32.7,,3.4,0.6,4.1,.165,,5.6,-1.5,4.1,1.8
511,Cody Zeller\zelleco01,C,28,CHO,18,421,17.0,.556,.134,.232,11.7,23.6,17.6,15.3,1.3,2.6,11.3,17.8,,0.7,0.5,1.2,.137,,-0.3,0.3,0.1,0.2
512,Ivica Zubac\zubaciv01,C,23,LAC,38,753,20.2,.707,.005,.473,13.8,25.5,19.8,8.0,0.9,3.5,15.1,15.2,,2.4,1.0,3.4,.217,,0.8,-0.2,0.6,0.5
