,name,team,date,location,opponent,made_field_goals,made_two_point_field_goals,attempted_two_point_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,attempted_free_throws,made_free_throws,offensive_rebounds,defensive_rebounds,assists,blocks,turnovers,steals,seconds_played,Opponent Defensive Rating,Opponent Turnover %
6195,Zach LaVine,CHICAGO BULLS,2020-02-11,AWAY,WASHINGTON WIZARDS,8.66,6.33,11.99,19.22,2.33,7.23,6.61,5.32,0.55,3.46,5.86,0.49,4.18,1.71,2167.51,108.94,14.43
6196,James Harden,HOUSTON ROCKETS,2020-02-11,HOME,BOSTON CELTICS,8.54,5.28,9.32,20.04,3.25,10.72,9.01,8.03,1.06,6.61,7.62,1.21,3.21,1.55,2175.27,109.98,14.58
6197,Zion Williamson,NEW ORLEANS PELICANS,2020-02-11,HOME,PORTLAND TRAIL BLAZERS,7.7,7.5,13.04,13.96,0.2,0.92,7.14,4.55,3.18,3.88,2.13,0.46,3.19,0.97,1685.6,108.34,14.56
6198,Russell Westbrook,HOUSTON ROCKETS,2020-02-11,HOME,BOSTON CELTICS,14.87,14.23,26.33,28.21,0.64,1.88,5.88,4.68,1.83,5.71,6.52,0.44,4.47,1.63,2282.04,109.25,14.36
6199,Chris Paul,OKLAHOMA CITY THUNDER,2020-02-11,HOME,SAN ANTONIO SPURS,6.75,5.61,8.98,13.34,1.13,4.36,5.45,4.82,0.59,4.57,7.08,0.22,2.43,1.45,1892.7,110.89,14.7
6200,Kawhi Leonard,LOS ANGELES CLIPPERS,2020-02-11,AWAY,PHILADELPHIA 76ERS,8.82,5.68,11.55,18.87,3.14,7.32,7.35,6.65,0.61,6.76,5.83,0.86,2.09,1.25,1838.34,110.79,14.05
6201,Dejounte Murray,SAN ANTONIO SPURS,2020-02-11,AWAY,OKLAHOMA CITY THUNDER,4.03,3.15,7.2,9.2,0.88,2.0,2.17,1.73,1.21,4.67,5.28,0.13,0.64,1.6,1657.01,109.52,14.24
6202,Ben Simmons,PHILADELPHIA 76ERS,2020-02-11,HOME,LOS ANGELES CLIPPERS,7.04,7.04,11.39,11.51,0.0,0.11,8.15,5.89,2.11,6.48,8.28,0.38,5.19,2.58,2225.29,108.14,14.74
6203,Bradley Beal,WASHINGTON WIZARDS,2020-02-11,HOME,CHICAGO BULLS,11.53,8.89,17.28,25.16,2.65,7.89,9.86,8.29,0.67,3.57,5.56,0.73,2.64,1.28,2181.25,110.38,14.54
6204,LaMarcus Aldridge,SAN ANTONIO SPURS,2020-02-11,AWAY,OKLAHOMA CITY THUNDER,7.65,6.11,12.04,16.18,1.54,4.14,3.69,2.55,1.69,5.76,2.69,1.2,1.87,0.95,2032.14,109.65,14.22
6205,Jrue Holiday,NEW ORLEANS PELICANS,2020-02-11,HOME,PORTLAND TRAIL BLAZERS,6.67,4.57,9.98,15.99,2.11,6.02,3.41,2.65,1.07,2.99,6.58,1.21,2.65,1.69,1803.91,108.24,14.26
6206,Rui Hachimura,WASHINGTON WIZARDS,2020-02-11,HOME,CHICAGO BULLS,5.66,4.59,9.23,11.36,1.07,2.13,2.0,1.0,1.56,7.02,0.74,0.0,1.18,0.66,1585.61,110.75,14.06
6207,Joel Embiid,PHILADELPHIA 76ERS,2020-02-11,HOME,LOS ANGELES CLIPPERS,6.21,4.83,11.04,14.91,1.38,3.87,8.65,6.48,3.53,7.18,3.72,1.62,3.17,1.26,1684.51,108.46,14.66
6208,Gordon Hayward,BOSTON CELTICS,2020-02-11,AWAY,HOUSTON ROCKETS,7.02,5.04,9.37,13.48,1.98,4.11,3.2,2.65,1.43,6.8,4.24,0.53,1.74,0.74,2080.98,109.87,14.09
6209,Derrick White,SAN ANTONIO SPURS,2020-02-11,AWAY,OKLAHOMA CITY THUNDER,3.25,2.58,5.78,8.75,0.67,2.97,4.17,4.0,0.58,2.07,3.54,0.76,0.92,0.2,1382.15,109.52,14.24
6210,Josh Hart,NEW ORLEANS PELICANS,2020-02-11,HOME,PORTLAND TRAIL BLAZERS,3.52,1.34,2.79,8.23,2.18,5.43,1.22,0.93,0.74,6.81,2.31,0.53,0.8,1.22,1650.06,108.24,14.26
6211,Tomáš Satoranský,CHICAGO BULLS,2020-02-11,AWAY,WASHINGTON WIZARDS,3.8,2.69,5.57,9.27,1.11,3.7,1.81,1.77,1.23,2.74,5.12,0.11,1.55,1.14,1734.37,108.94,14.43
6212,Josh Richardson,PHILADELPHIA 76ERS,2020-02-11,HOME,LOS ANGELES CLIPPERS,3.15,2.74,5.5,7.5,0.42,2.0,2.34,1.62,0.56,1.47,2.04,0.45,2.11,0.58,1348.56,108.63,14.68
6213,J.J. Redick,NEW ORLEANS PELICANS,2020-02-11,HOME,PORTLAND TRAIL BLAZERS,4.98,2.55,4.56,10.57,2.43,6.02,3.2,2.95,0.05,1.96,2.53,0.28,1.26,0.53,1361.62,108.24,14.26
6214,Hassan Whiteside,PORTLAND TRAIL BLAZERS,2020-02-11,AWAY,NEW ORLEANS PELICANS,6.28,6.28,9.57,9.57,0.0,0.0,4.4,2.61,3.89,11.44,0.53,3.67,1.63,0.7,1984.54,109.54,13.95
6215,Ish Smith,WASHINGTON WIZARDS,2020-02-11,HOME,CHICAGO BULLS,3.81,3.16,7.11,8.72,0.65,1.61,0.91,0.77,0.84,3.11,5.23,0.6,1.32,0.86,1620.84,110.38,14.54
6216,Shai Gilgeous-Alexander,OKLAHOMA CITY THUNDER,2020-02-11,HOME,SAN ANTONIO SPURS,6.75,5.11,10.34,14.2,1.63,3.87,5.83,4.26,0.82,6.1,3.37,1.42,1.67,0.69,2143.07,110.72,14.63
6217,Tobias Harris,PHILADELPHIA 76ERS,2020-02-11,HOME,LOS ANGELES CLIPPERS,6.56,4.32,10.24,14.66,2.23,4.42,2.15,1.75,0.31,5.42,3.41,0.51,1.07,0.3,1983.38,108.14,14.74
6218,Coby White,CHICAGO BULLS,2020-02-11,AWAY,WASHINGTON WIZARDS,3.63,1.83,4.79,10.91,1.8,6.12,1.18,0.91,0.68,3.13,3.45,0.11,1.2,0.16,1516.35,108.94,14.43
6219,Danuel House,HOUSTON ROCKETS,2020-02-11,HOME,BOSTON CELTICS,3.77,1.31,3.71,9.77,2.46,6.06,1.38,1.28,1.22,4.59,1.56,0.53,0.44,2.31,1986.91,109.95,14.64
6220,Landry Shamet,LOS ANGELES CLIPPERS,2020-02-11,AWAY,PHILADELPHIA 76ERS,3.87,0.86,1.97,8.66,3.0,6.68,1.62,1.35,0.06,1.77,3.01,0.44,0.36,0.46,1864.18,111.83,14.65
6221,Damian Lillard,PORTLAND TRAIL BLAZERS,2020-02-11,AWAY,NEW ORLEANS PELICANS,12.77,6.74,12.84,25.38,6.02,12.54,6.46,5.77,0.65,4.08,8.94,0.58,3.41,0.93,2299.77,109.42,14.19
6222,Jayson Tatum,BOSTON CELTICS,2020-02-11,AWAY,HOUSTON ROCKETS,9.53,5.22,10.98,19.43,4.31,8.45,5.18,4.01,1.52,5.56,3.42,1.16,2.61,0.99,2046.77,110.33,14.33
6223,Al Horford,PHILADELPHIA 76ERS,2020-02-11,HOME,LOS ANGELES CLIPPERS,3.22,1.47,4.61,9.85,1.75,5.24,0.26,0.26,0.93,6.29,3.32,0.7,0.68,0.55,1818.11,107.82,14.67
6224,Daniel Theis,BOSTON CELTICS,2020-02-11,AWAY,HOUSTON ROCKETS,3.93,3.23,4.82,6.69,0.7,1.87,2.22,1.43,2.91,4.29,2.34,0.66,0.75,0.48,1576.59,110.26,14.46
6225,Patty Mills,SAN ANTONIO SPURS,2020-02-11,AWAY,OKLAHOMA CITY THUNDER,3.56,1.12,1.65,8.19,2.44,6.53,0.89,0.75,0.44,0.86,1.41,0.0,0.47,0.58,1212.72,109.52,14.24
6226,Ian Mahinmi,WASHINGTON WIZARDS,2020-02-11,HOME,CHICAGO BULLS,1.92,1.89,4.05,4.71,0.03,0.67,2.07,1.51,1.32,4.08,1.04,1.25,1.04,0.36,1138.45,110.38,14.54
6227,Trevor Ariza,PORTLAND TRAIL BLAZERS,2020-02-11,AWAY,NEW ORLEANS PELICANS,3.46,2.35,3.93,6.84,1.11,2.91,1.79,1.75,0.42,3.6,2.14,0.3,0.79,1.45,1793.85,109.33,14.14
6228,Robert Covington,HOUSTON ROCKETS,2020-02-11,HOME,BOSTON CELTICS,4.8,2.05,3.03,10.79,2.75,7.76,0.83,0.66,1.58,4.54,1.04,1.0,1.48,1.5,1854.38,108.98,14.63
6229,Frank Jackson,NEW ORLEANS PELICANS,2020-02-11,HOME,PORTLAND TRAIL BLAZERS,1.27,0.88,1.51,2.98,0.39,1.47,1.72,1.45,0.63,0.88,0.38,0.29,1.26,0.44,689.28,109.39,14.38
6230,CJ McCollum,PORTLAND TRAIL BLAZERS,2020-02-11,AWAY,NEW ORLEANS PELICANS,7.51,4.55,10.49,18.04,2.96,7.55,2.02,0.96,0.33,3.24,3.4,0.5,1.96,0.45,2152.75,109.32,14.18
6231,Jaylen Brown,BOSTON CELTICS,2020-02-11,AWAY,HOUSTON ROCKETS,8.35,6.64,11.66,17.07,1.71,5.41,3.62,2.39,0.94,4.09,1.62,0.17,2.29,0.72,2087.6,109.92,14.23
6232,Shabazz Napier,WASHINGTON WIZARDS,2020-02-11,HOME,CHICAGO BULLS,3.16,1.48,3.22,8.42,1.68,5.2,3.15,2.78,1.15,2.8,6.73,0.27,2.02,1.2,1562.61,109.41,14.12
6233,Brad Wanamaker,BOSTON CELTICS,2020-02-11,AWAY,HOUSTON ROCKETS,2.61,1.61,3.97,5.75,1.0,1.78,1.26,1.17,0.0,2.46,2.93,0.04,1.0,1.36,1210.8,110.72,14.3
6234,Steven Adams,OKLAHOMA CITY THUNDER,2020-02-11,HOME,SAN ANTONIO SPURS,2.99,2.99,6.54,6.77,0.0,0.22,1.55,1.2,2.73,4.45,2.29,0.84,1.79,0.35,1526.35,110.54,14.57
6235,Ivica Zubac,LOS ANGELES CLIPPERS,2020-02-11,AWAY,PHILADELPHIA 76ERS,3.41,3.41,4.78,4.78,0.0,0.0,1.69,1.12,2.34,5.04,1.65,1.24,0.81,0.47,1148.26,111.83,14.65
6236,Isaac Bonga,WASHINGTON WIZARDS,2020-02-11,HOME,CHICAGO BULLS,1.27,0.79,2.08,3.59,0.48,1.51,1.64,1.5,1.28,1.03,0.99,0.43,0.74,0.65,1182.84,110.38,14.54
6237,Wenyen Gabriel,PORTLAND TRAIL BLAZERS,2020-02-11,AWAY,NEW ORLEANS PELICANS,0.29,0.29,0.91,1.26,0.0,0.36,0.08,0.08,0.31,1.0,0.1,0.27,0.52,0.36,469.61,108.26,14.68
6238,Jaxson Hayes,NEW ORLEANS PELICANS,2020-02-11,HOME,PORTLAND TRAIL BLAZERS,1.51,1.51,2.66,2.66,0.0,0.0,2.04,1.11,1.19,1.47,0.73,0.32,0.84,0.18,580.53,108.24,14.26
6239,Moritz Wagner,WASHINGTON WIZARDS,2020-02-11,HOME,CHICAGO BULLS,4.9,4.49,5.57,7.46,0.41,1.89,2.46,1.64,0.74,4.79,1.15,0.0,0.67,0.33,1142.64,110.75,14.06
6240,Lou Williams,LOS ANGELES CLIPPERS,2020-02-11,AWAY,PHILADELPHIA 76ERS,5.23,4.48,9.89,13.49,0.74,3.59,6.66,5.73,0.54,3.3,4.36,0.03,2.43,0.64,1631.69,111.83,14.65
6241,Danilo Gallinari,OKLAHOMA CITY THUNDER,2020-02-11,HOME,SAN ANTONIO SPURS,6.45,3.63,6.44,13.7,2.82,7.26,5.48,4.88,0.85,5.1,2.24,0.0,1.21,0.39,1882.32,110.64,14.63
6242,Carmelo Anthony,PORTLAND TRAIL BLAZERS,2020-02-11,AWAY,NEW ORLEANS PELICANS,4.46,2.91,8.25,12.45,1.55,4.2,1.32,1.07,1.15,5.86,1.91,0.11,1.88,0.2,2046.85,109.69,14.1
6243,Nicolò Melli,NEW ORLEANS PELICANS,2020-02-11,HOME,PORTLAND TRAIL BLAZERS,3.06,1.02,2.19,5.98,2.04,3.79,0.36,0.0,0.82,3.11,1.48,0.56,0.43,0.62,1058.74,108.22,14.27
6244,Lonzo Ball,NEW ORLEANS PELICANS,2020-02-11,HOME,PORTLAND TRAIL BLAZERS,4.34,1.96,2.88,9.34,2.39,6.46,0.44,0.4,0.96,6.22,7.84,0.76,3.5,1.55,2167.15,108.24,14.26
6245,Marcus Morris,LOS ANGELES CLIPPERS,2020-02-11,AWAY,PHILADELPHIA 76ERS,7.33,5.26,9.78,16.24,2.07,6.46,3.75,3.28,0.91,3.72,0.97,0.19,1.87,1.13,1873.85,111.32,15.31
6246,Derrick Favors,NEW ORLEANS PELICANS,2020-02-11,HOME,PORTLAND TRAIL BLAZERS,4.07,4.07,5.9,6.04,0.0,0.14,2.03,1.37,2.89,7.42,1.39,0.61,1.65,0.29,1400.11,108.14,14.25
6247,Grant Williams,BOSTON CELTICS,2020-02-11,AWAY,HOUSTON ROCKETS,2.76,1.81,2.65,4.27,0.95,1.63,0.42,0.27,1.71,1.72,1.2,1.0,0.96,0.68,1222.51,110.72,14.3
6248,Trey Lyles,SAN ANTONIO SPURS,2020-02-11,AWAY,OKLAHOMA CITY THUNDER,3.67,2.08,3.24,6.28,1.59,3.04,0.66,0.49,0.86,4.48,0.27,0.36,0.55,0.58,1408.71,109.52,14.24
6249,Anfernee Simons,PORTLAND TRAIL BLAZERS,2020-02-11,AWAY,NEW ORLEANS PELICANS,2.71,1.9,3.55,5.67,0.8,2.11,0.91,0.91,0.29,1.04,1.37,0.12,0.58,0.0,979.18,109.45,13.97
6250,Lonnie Walker,SAN ANTONIO SPURS,2020-02-11,AWAY,OKLAHOMA CITY THUNDER,2.22,1.87,4.4,5.57,0.35,1.17,1.35,0.79,0.9,1.49,1.49,0.35,1.02,0.81,1147.34,109.52,14.24
6251,Dennis Schröder,OKLAHOMA CITY THUNDER,2020-02-11,HOME,SAN ANTONIO SPURS,8.36,5.98,12.01,17.23,2.38,5.22,4.78,4.23,0.54,4.08,4.53,0.44,2.01,0.82,1957.22,110.72,14.63
6252,Matisse Thybulle,PHILADELPHIA 76ERS,2020-02-11,HOME,LOS ANGELES CLIPPERS,2.17,1.23,1.3,4.4,0.93,3.1,0.53,0.33,0.55,0.62,1.01,0.84,0.41,1.04,1414.84,108.14,14.74
6253,Luke Kornet,CHICAGO BULLS,2020-02-11,AWAY,WASHINGTON WIZARDS,4.74,3.05,3.97,8.53,1.69,4.56,1.38,1.01,1.16,1.97,1.19,0.6,0.61,0.37,1417.95,108.94,14.43
6254,Paul George,LOS ANGELES CLIPPERS,2020-02-11,AWAY,PHILADELPHIA 76ERS,7.14,4.06,7.59,14.27,3.08,6.69,3.49,3.17,0.44,5.61,4.72,0.72,2.87,1.29,1502.57,112.17,14.81
6255,Marcus Smart,BOSTON CELTICS,2020-02-11,AWAY,HOUSTON ROCKETS,3.98,1.99,4.37,9.81,1.99,5.44,2.09,1.88,0.38,3.42,4.69,0.63,2.63,1.87,1799.27,110.26,14.46
6256,Troy Brown,WASHINGTON WIZARDS,2020-02-11,HOME,CHICAGO BULLS,3.87,2.99,5.71,8.3,0.88,2.58,0.86,0.59,0.85,3.58,2.95,0.14,0.65,0.99,1622.49,110.38,14.54
6257,Jaylen Hoard,PORTLAND TRAIL BLAZERS,2020-02-11,AWAY,NEW ORLEANS PELICANS,1.69,1.69,2.99,3.32,0.0,0.33,1.52,0.96,1.55,2.04,0.35,0.0,0.34,0.41,691.16,110.56,14.59
6258,Kemba Walker,BOSTON CELTICS,2020-02-11,AWAY,HOUSTON ROCKETS,6.56,3.27,8.28,16.6,3.29,8.33,6.38,5.44,0.44,4.01,4.48,0.32,1.51,1.1,1942.53,110.36,14.52
6259,E'Twaun Moore,NEW ORLEANS PELICANS,2020-02-11,HOME,PORTLAND TRAIL BLAZERS,3.29,2.48,4.55,7.62,0.81,3.07,0.71,0.48,0.68,0.55,0.49,0.21,0.57,0.06,986.78,107.74,14.07
6260,P.J. Tucker,HOUSTON ROCKETS,2020-02-11,HOME,BOSTON CELTICS,2.39,0.66,1.79,5.87,1.74,4.09,0.32,0.32,1.01,4.32,2.19,0.55,0.71,0.99,2009.9,109.95,14.64
6261,Dāvis Bertāns,WASHINGTON WIZARDS,2020-02-11,HOME,CHICAGO BULLS,4.9,1.37,2.84,10.41,3.53,7.56,2.33,1.9,0.48,4.78,2.34,0.53,0.95,0.82,1835.12,110.38,14.54
6262,Montrezl Harrell,LOS ANGELES CLIPPERS,2020-02-11,AWAY,PHILADELPHIA 76ERS,7.23,7.23,11.14,11.17,0.0,0.04,2.63,1.7,2.03,3.93,1.63,1.05,1.27,0.24,1421.37,111.83,14.65
6263,Shaquille Harrison,CHICAGO BULLS,2020-02-11,AWAY,WASHINGTON WIZARDS,2.12,1.71,3.2,3.89,0.41,0.68,1.05,1.02,0.18,1.11,0.83,0.22,0.55,0.75,501.48,108.7,14.65
6264,Jakob Poeltl,SAN ANTONIO SPURS,2020-02-11,AWAY,OKLAHOMA CITY THUNDER,3.24,3.24,4.3,4.3,0.0,0.0,1.3,0.5,1.42,3.1,1.45,0.86,0.81,0.15,924.64,109.52,14.24
6265,Hamidou Diallo,OKLAHOMA CITY THUNDER,2020-02-11,HOME,SAN ANTONIO SPURS,1.87,1.84,3.24,4.1,0.03,0.86,0.25,0.22,0.43,3.17,0.27,0.09,1.08,0.21,1038.55,110.0,14.04
6266,Cristiano Felício,CHICAGO BULLS,2020-02-11,AWAY,WASHINGTON WIZARDS,2.19,2.19,3.4,3.74,0.0,0.34,2.38,1.79,3.46,2.56,0.44,0.05,1.1,0.66,1274.71,108.94,14.43
6267,Glenn Robinson,PHILADELPHIA 76ERS,2020-02-11,HOME,LOS ANGELES CLIPPERS,6.29,4.64,6.01,9.96,1.65,3.94,1.85,1.64,1.05,2.41,2.37,0.44,0.9,0.85,1563.44,110.39,14.5
6268,Jerome Robinson,WASHINGTON WIZARDS,2020-02-11,HOME,CHICAGO BULLS,0.78,0.43,1.25,2.82,0.35,1.57,0.23,0.11,0.0,0.92,1.28,0.06,0.27,0.27,576.82,110.26,14.46
6269,Rudy Gay,SAN ANTONIO SPURS,2020-02-11,AWAY,OKLAHOMA CITY THUNDER,2.46,1.78,3.92,5.84,0.68,1.92,1.2,1.2,0.3,3.37,1.12,0.0,0.77,0.18,1006.43,109.52,14.24
6270,Abdel Nader,OKLAHOMA CITY THUNDER,2020-02-11,HOME,SAN ANTONIO SPURS,0.68,0.47,0.97,1.84,0.21,0.87,0.88,0.88,0.11,0.59,0.31,0.26,0.28,0.36,489.65,110.4,14.88
6271,Chandler Hutchison,CHICAGO BULLS,2020-02-11,AWAY,WASHINGTON WIZARDS,4.35,3.9,7.97,10.06,0.46,2.09,4.15,2.26,1.89,4.12,1.71,0.09,1.17,1.27,1580.68,108.94,14.43
6272,Luguentz Dort,OKLAHOMA CITY THUNDER,2020-02-11,HOME,SAN ANTONIO SPURS,2.35,1.29,3.39,5.96,1.07,2.57,0.64,0.52,0.95,0.76,0.29,0.09,0.62,0.82,1284.89,110.72,14.63
6273,Bryn Forbes,SAN ANTONIO SPURS,2020-02-11,AWAY,OKLAHOMA CITY THUNDER,3.75,1.08,2.08,7.72,2.67,5.64,1.52,1.4,0.25,0.99,2.9,0.0,0.38,0.99,1494.41,109.52,14.24
6274,Thabo Sefolosha,HOUSTON ROCKETS,2020-02-11,HOME,BOSTON CELTICS,1.57,1.32,1.43,2.89,0.25,1.46,0.32,0.09,0.95,2.01,0.5,0.68,0.51,0.85,778.59,109.87,14.61
6275,Mike Muscala,OKLAHOMA CITY THUNDER,2020-02-11,HOME,SAN ANTONIO SPURS,2.14,0.35,0.58,3.93,1.79,3.35,0.55,0.44,0.04,2.17,0.92,0.21,0.29,0.18,829.03,110.82,14.0
6276,Ryan Arcidiacono,CHICAGO BULLS,2020-02-11,AWAY,WASHINGTON WIZARDS,2.52,0.88,1.32,4.55,1.64,3.23,0.38,0.18,0.37,1.93,2.03,0.09,0.75,0.39,1082.17,108.94,14.43
6277,JaMychal Green,LOS ANGELES CLIPPERS,2020-02-11,AWAY,PHILADELPHIA 76ERS,2.16,0.52,1.55,5.83,1.64,4.28,0.9,0.33,1.52,4.36,1.26,0.22,0.72,0.62,1229.26,111.83,14.65
6278,Ben McLemore,HOUSTON ROCKETS,2020-02-11,HOME,BOSTON CELTICS,4.05,1.48,2.03,7.97,2.57,5.94,1.26,0.91,0.18,1.32,1.01,0.19,0.32,0.65,1456.34,109.95,14.64
6279,Johnathan Motley,LOS ANGELES CLIPPERS,2020-02-11,AWAY,PHILADELPHIA 76ERS,1.16,1.16,1.44,1.44,0.0,0.0,0.85,0.49,0.39,0.7,0.6,0.0,0.22,0.0,218.56,109.49,14.51
6280,Moses Brown,PORTLAND TRAIL BLAZERS,2020-02-11,AWAY,NEW ORLEANS PELICANS,0.0,0.0,0.33,0.33,0.0,0.0,1.31,0.33,0.26,0.98,0.33,0.33,0.26,0.0,230.08,111.27,14.94
6281,Alec Burks,PHILADELPHIA 76ERS,2020-02-11,HOME,LOS ANGELES CLIPPERS,5.4,2.49,6.49,12.72,2.9,6.24,5.5,4.89,0.61,3.79,2.78,0.53,1.82,0.88,1636.67,110.97,14.13
6282,Semi Ojeleye,BOSTON CELTICS,2020-02-11,AWAY,HOUSTON ROCKETS,1.6,0.88,1.52,4.21,0.72,2.69,1.01,1.01,0.4,2.63,0.74,0.17,0.13,0.43,1041.26,111.22,14.54
6283,Thaddeus Young,CHICAGO BULLS,2020-02-11,AWAY,WASHINGTON WIZARDS,5.75,4.67,7.41,10.48,1.08,3.07,0.91,0.43,1.59,4.72,1.41,0.17,2.3,1.58,1922.86,108.94,14.43
6284,Carsen Edwards,BOSTON CELTICS,2020-02-11,AWAY,HOUSTON ROCKETS,0.83,0.62,1.08,2.04,0.21,0.96,0.0,0.0,0.0,0.26,0.51,0.25,0.26,0.23,396.07,112.7,14.79
6285,Terance Mann,LOS ANGELES CLIPPERS,2020-02-11,AWAY,PHILADELPHIA 76ERS,0.18,0.0,0.92,1.29,0.18,0.37,0.18,0.09,0.05,0.94,1.48,0.18,0.14,0.4,512.21,112.16,14.9
6286,Gary Trent,PORTLAND TRAIL BLAZERS,2020-02-11,AWAY,NEW ORLEANS PELICANS,5.41,2.14,3.4,9.76,3.27,6.36,0.99,0.87,0.74,1.64,1.3,0.42,0.07,1.85,1723.38,109.42,14.19
6287,Chris Clemons,HOUSTON ROCKETS,2020-02-11,HOME,BOSTON CELTICS,1.08,0.82,1.84,4.08,0.27,2.24,0.52,0.52,0.22,0.77,0.79,0.09,0.69,0.0,420.93,108.93,14.25
6288,Amir Coffey,LOS ANGELES CLIPPERS,2020-02-11,AWAY,PHILADELPHIA 76ERS,0.86,0.81,1.69,2.07,0.05,0.38,0.39,0.15,0.32,0.9,1.02,0.08,0.16,0.08,547.62,109.61,14.44
6289,Michael Frazier,HOUSTON ROCKETS,2020-02-11,HOME,BOSTON CELTICS,0.48,0.3,0.43,1.24,0.17,0.81,0.8,0.52,0.06,0.13,0.06,0.0,0.31,0.25,503.74,109.6,14.39
6290,Isaiah Hartenstein,HOUSTON ROCKETS,2020-02-11,HOME,BOSTON CELTICS,1.22,1.22,1.83,2.37,0.0,0.54,0.75,0.43,0.98,1.5,0.74,0.29,0.55,0.39,473.69,110.93,14.51
6291,William Howard,HOUSTON ROCKETS,2020-02-11,HOME,BOSTON CELTICS,0.0,0.0,0.0,1.78,0.0,1.78,0.0,0.0,0.0,0.89,0.44,0.0,0.44,0.0,362.22,108.47,14.13
6292,Shake Milton,PHILADELPHIA 76ERS,2020-02-11,HOME,LOS ANGELES CLIPPERS,3.0,1.84,3.93,7.11,1.16,3.18,1.34,1.1,0.49,2.03,2.5,0.0,1.02,0.82,1350.75,108.19,14.67
6293,Gary Payton,WASHINGTON WIZARDS,2020-02-11,HOME,CHICAGO BULLS,1.05,0.81,2.39,3.85,0.24,1.45,0.24,0.06,1.19,1.33,1.51,0.16,0.37,0.88,903.98,110.4,14.98
6294,Norvel Pelle,PHILADELPHIA 76ERS,2020-02-11,HOME,LOS ANGELES CLIPPERS,0.95,0.95,2.16,2.16,0.0,0.0,0.63,0.27,0.99,2.45,0.19,1.56,0.75,0.05,505.74,106.63,14.22
6295,Caleb Swanigan,PORTLAND TRAIL BLAZERS,2020-02-11,AWAY,NEW ORLEANS PELICANS,1.47,1.47,2.69,2.86,0.0,0.18,0.56,0.19,1.2,4.55,1.24,0.31,1.19,0.0,940.77,109.07,14.18
6296,Terrance Ferguson,OKLAHOMA CITY THUNDER,2020-02-11,HOME,SAN ANTONIO SPURS,0.73,0.39,0.63,2.36,0.34,1.73,0.51,0.33,0.27,1.0,1.0,0.28,0.27,0.54,1168.08,109.4,14.81
6297,Romeo Langford,BOSTON CELTICS,2020-02-11,AWAY,HOUSTON ROCKETS,1.67,1.3,2.07,3.09,0.37,1.02,1.44,0.95,0.25,1.17,0.16,0.7,0.39,0.33,767.1,110.17,14.33
6298,Rodney McGruder,LOS ANGELES CLIPPERS,2020-02-11,AWAY,PHILADELPHIA 76ERS,1.47,1.4,2.72,3.62,0.07,0.9,0.93,0.41,0.72,2.8,1.17,0.06,0.51,0.62,1048.77,111.83,14.65
6299,Austin Rivers,HOUSTON ROCKETS,2020-02-11,HOME,BOSTON CELTICS,3.09,1.3,3.61,8.29,1.8,4.68,2.28,1.73,0.06,2.33,1.13,0.27,0.5,0.68,1516.43,109.95,14.64
6300,Nickeil Alexander-Walker,NEW ORLEANS PELICANS,2020-02-11,HOME,PORTLAND TRAIL BLAZERS,0.67,0.43,1.55,2.54,0.24,1.0,0.35,0.23,0.08,1.01,1.18,0.18,1.29,0.23,394.38,110.26,14.78
6301,Mike Scott,PHILADELPHIA 76ERS,2020-02-11,HOME,LOS ANGELES CLIPPERS,1.85,0.75,1.64,4.34,1.1,2.7,0.47,0.47,0.79,3.19,0.37,0.07,0.46,0.22,891.36,108.14,14.74
6302,Marco Belinelli,SAN ANTONIO SPURS,2020-02-11,AWAY,OKLAHOMA CITY THUNDER,1.55,0.52,0.93,3.97,1.03,3.04,0.63,0.52,0.09,1.12,1.57,0.0,0.09,0.22,876.98,109.77,14.28
6303,Furkan Korkmaz,PHILADELPHIA 76ERS,2020-02-11,HOME,LOS ANGELES CLIPPERS,6.82,3.02,4.47,12.58,3.8,8.12,1.55,1.12,0.85,2.7,2.09,0.37,1.24,0.84,1567.14,108.14,14.74
6304,Nerlens Noel,OKLAHOMA CITY THUNDER,2020-02-11,HOME,SAN ANTONIO SPURS,3.73,3.7,5.14,5.34,0.03,0.19,1.31,0.77,1.9,3.74,0.82,1.32,0.84,1.11,1228.62,110.78,14.58
6305,Enes Kanter,BOSTON CELTICS,2020-02-11,AWAY,HOUSTON ROCKETS,3.83,3.83,6.26,6.67,0.0,0.4,2.78,2.1,3.03,5.9,0.74,0.71,0.86,0.25,1273.22,110.14,14.43
6306,T.J. Warren,INDIANA PACERS,2020-02-12,HOME,MILWAUKEE BUCKS,7.66,7.12,10.76,12.66,0.54,1.9,4.51,2.96,0.54,2.04,1.22,0.56,0.44,1.74,1858.49,110.7,14.73
6307,Aaron Gordon,ORLANDO MAGIC,2020-02-12,HOME,DETROIT PISTONS,6.44,4.95,10.62,15.18,1.49,4.56,4.43,2.97,2.37,5.72,3.9,0.4,1.42,0.96,2070.6,109.19,14.55
6308,Andrew Wiggins,GOLDEN STATE WARRIORS,2020-02-12,AWAY,PHOENIX SUNS,7.28,4.7,8.72,15.14,2.58,6.42,6.11,3.77,0.62,3.78,3.9,0.54,3.19,1.44,2031.06,109.31,14.71
